biography,biography_50_characters,biography_75_words,count_objects,date,freebase:id,id,ideo:id,ima:id,lcnaf:id,ldm:id,moma:id,name,phm:id,superseded_by,supersedes,tms:id,ulan:id,url,vanda:id,viaf:id,walker:id,wikipedia:id,woe:country,woe:country_id
,,,1,,,68737333,,,,,,Davida C.,,0,0,,,https://collection.cooperhewitt.org/people/68737333/,,,,,,
,,,1,,,68737399,,,,,,Elizabeth Gouger,,0,0,,,https://collection.cooperhewitt.org/people/68737399/,,,,,,
,,,1,,,68737387,,,,,,Francoise Figoli,,0,0,,,https://collection.cooperhewitt.org/people/68737387/,,,,,,
,,,1,,,68737381,,,,,,A.M.,,0,0,,,https://collection.cooperhewitt.org/people/68737381/,,,,,,
,,,1,,,68737393,,,,,,Teresa Alvares,,0,0,,,https://collection.cooperhewitt.org/people/68737393/,,,,,,
,,,1,,,68737357,,,,,,R. Ruiz,,0,0,,,https://collection.cooperhewitt.org/people/68737357/,,,,,,
,,,1,,,68737343,,,,,,Sarah Constable,,0,0,,,https://collection.cooperhewitt.org/people/68737343/,,,,,,
,,,1,,,68737345,,,,,,Elizabeth Parry,,0,0,,,https://collection.cooperhewitt.org/people/68737345/,,,,,,
,,,1,,,68737319,,,,,,Teresa Belardinelli,,0,0,,,https://collection.cooperhewitt.org/people/68737319/,,,,,,
,,,1,,,68737359,,,,,,Ann Mack,,0,0,,,https://collection.cooperhewitt.org/people/68737359/,,,,,,
,,,1,,,68737367,,,,,,Tomasa Ferro,,0,0,,,https://collection.cooperhewitt.org/people/68737367/,,,,,,
,,,1,,,68737371,,,,,,Estefana del Sol,,0,0,,,https://collection.cooperhewitt.org/people/68737371/,,,,,,
,,,1,,,68737391,,,,,,Francisca Romaquera,,0,0,,,https://collection.cooperhewitt.org/people/68737391/,,,,,,
,,,1,,,68737397,,,,,,Maria Cobos,,0,0,,,https://collection.cooperhewitt.org/people/68737397/,,,,,,
,,,1,"American, b. Malaysia, 1978",,68737315,,,,,,Michelle Leong,,0,0,,,https://collection.cooperhewitt.org/people/68737315/,,,,,23424977,23424977
,,,1,,,68737355,,,,,,W.C.,,0,0,,,https://collection.cooperhewitt.org/people/68737355/,,,,,,
,,,1,,,68737373,,,,,,Jane Flint,,0,0,,,https://collection.cooperhewitt.org/people/68737373/,,,,,,
,,,1,,,68779391,,,,,,Jacob Riesgaard,,0,0,,,https://collection.cooperhewitt.org/people/68779391/,,,,,,
,,,1,"Chicago, Illinois, USA",,68777449,,,,,,M. A. Donohue & Company,,0,0,,,https://collection.cooperhewitt.org/people/68777449/,,,,,,
,,,1,"Philadelphia, Pennsylvania, USA",,68777461,,,,,,T. T. Ash,,0,0,,,https://collection.cooperhewitt.org/people/68777461/,,,,,,
,,,2,"Japanese, b. 1963",,68777441,,,,,,Kenji Hatori,,0,0,,,https://collection.cooperhewitt.org/people/68777441/,,,,,23424856,23424856
,,,1,USA,,68777477,,,,,,DOC (Doctors Ought to Care),,0,0,,,https://collection.cooperhewitt.org/people/68777477/,,,,,23424977,23424977
,,,1,"American, 1793–1860",,68777463,,,,,,Samuel G. Goodrich,,0,0,,,https://collection.cooperhewitt.org/people/68777463/,,,,,23424977,23424977
,,,1,"British, 1882–1956",,68777453,,,,,,A. A. Milne,,0,0,,,https://collection.cooperhewitt.org/people/68777453/,,,,,23424975,23424975
,,,1,Russia,,68777475,,,,,,Unknown,,0,0,,,https://collection.cooperhewitt.org/people/68777475/,,,,,23424936,23424936
,,,1,USA,,68777479,,,,,,University of Southern California,,0,0,,,https://collection.cooperhewitt.org/people/68777479/,,,,,23424977,23424977
,,,1,"British, 1879–1976",,68777457,,,,,,Ernest H. Shepard,,0,0,,,https://collection.cooperhewitt.org/people/68777457/,,,,,23424975,23424975
,,,1,"Japanese, b. 1930",,68777443,,,,,,Hitome Takahashi,,0,0,,,https://collection.cooperhewitt.org/people/68777443/,,,,,23424856,23424856
,,,1,"British, 1820–1914",,68777445,,,,,,John Tenniel,,0,0,,,https://collection.cooperhewitt.org/people/68777445/,,,,,23424975,23424975
,,,1,USA,,68777467,,,,,,Look Magazine,,0,0,,,https://collection.cooperhewitt.org/people/68777467/,,,,,23424977,23424977
,,,1,"Paris, France",,68777471,,,,,,Artis Association,,0,0,,,https://collection.cooperhewitt.org/people/68777471/,,,,,23424819,23424819
,,,1,"New York, USA",,68777473,,,,,,Lincoln Center for the Performing Arts,,0,0,,,https://collection.cooperhewitt.org/people/68777473/,,,,,23424977,23424977
,,,1,"Japanese, b. 1954",,68777447,,,,,,Makiko Hotta,,0,0,,,https://collection.cooperhewitt.org/people/68777447/,,,,,23424856,23424856
,,,1,,,68739227,,,,,,K,,0,0,,,https://collection.cooperhewitt.org/people/68739227/,,,,,,
Worked in Paris 1734,,,10,French,,68739221,,,,,,Robert Bénard,,0,0,,,https://collection.cooperhewitt.org/people/68739221/,,,,,,
,,,2,,,68739295,,,,,,James Stewart & Co.,,0,0,,,https://collection.cooperhewitt.org/people/68739295/,,,,,,
,,,2,,,68739261,,,,,,H.D. Barber,,0,0,,,https://collection.cooperhewitt.org/people/68739261/,,,,,,
,,,1,,,68739269,,,,,,D. Ayers,,0,0,,,https://collection.cooperhewitt.org/people/68739269/,,,,,,
"Born, died and worked in Venice",,,1,"Italian, 1888 - 1940",,68739241,,,,,,Umberto Bellotto,,0,0,,,https://collection.cooperhewitt.org/people/68739241/,,,,,23424853,23424853
Advertising agency in NYC,,,1,,,68739277,,,,,,Brown & Tarcher Inc.,,0,0,,,https://collection.cooperhewitt.org/people/68739277/,,,,,,
,,,2,,,68739289,,,,,,(unknown) Brahms,,0,0,,,https://collection.cooperhewitt.org/people/68739289/,,,,,,
,,,3,,,68739263,,,,,,P.S.,,0,0,,,https://collection.cooperhewitt.org/people/68739263/,,,,,,
,,,2,,,68739283,,,,,,(unknown) Prip,,0,0,,,https://collection.cooperhewitt.org/people/68739283/,,,,,,
,,,1,,,68739223,,,,,,Naomi Savage,,0,0,,,https://collection.cooperhewitt.org/people/68739223/,,,,,,
,,,1,,,68739203,,,,,,V. Vebert,,0,0,,,https://collection.cooperhewitt.org/people/68739203/,,,,,,
,,,3,,,68739229,,,,,,BL. S. W.,,0,0,,,https://collection.cooperhewitt.org/people/68739229/,,,,,,
,,,1,,,68739279,,,,,,(unknown) Torrance,,0,0,,,https://collection.cooperhewitt.org/people/68739279/,,,,,,
,,,2,,,68739285,,,,,,Haven,,0,0,,,https://collection.cooperhewitt.org/people/68739285/,,,,,,
,,,4,,,68739207,,,,,,Robert M. Davidson,,0,0,,,https://collection.cooperhewitt.org/people/68739207/,,,,,23424977,23424977
,,,1,,,68739235,,,,,,Stone,,0,0,,,https://collection.cooperhewitt.org/people/68739235/,,,,,,
,,,2,"Pennsylvania, USA",,68739231,,,,,,Armstrong Cork Company,,0,0,,,https://collection.cooperhewitt.org/people/68739231/,,,,,,
,,,3,,,68739239,,,,,,Westerveld,,0,0,,,https://collection.cooperhewitt.org/people/68739239/,,,,,,
,,,1,,,68739225,,,,,,Salina Press,,0,0,,,https://collection.cooperhewitt.org/people/68739225/,,,,,,
,,,5,,,68739217,,,,,,Goussier,,0,0,,,https://collection.cooperhewitt.org/people/68739217/,,,,,,
,,,1,"Danish, 1812 - 1890",,68739205,,,,,,Christian Olavius Zeuthen,,0,0,,,https://collection.cooperhewitt.org/people/68739205/,,,,,23424796,23424796
,,,1,Austrian,,68739211,,,,,,Wilhelm Martens,,0,0,,,https://collection.cooperhewitt.org/people/68739211/,,,,,23424750,23424750
,,,5,,,68739233,,,,,,RKDuM,,0,0,,,https://collection.cooperhewitt.org/people/68739233/,,,,,,
Carpet manufacturer,,,2,,,68739299,,,,,,V'Soske,,0,0,,,https://collection.cooperhewitt.org/people/68739299/,,,,,,
,,,1,,,68739287,,,,,,(unknown) Milgrim,,0,0,,,https://collection.cooperhewitt.org/people/68739287/,,,,,,
,,,2,,,68739281,,,,,,Jacques André Fouilhoux,,0,0,,,https://collection.cooperhewitt.org/people/68739281/,,,,,,
,,,4,,,68739293,,,,,,"Bottomley, Wagner and White",,0,0,,,https://collection.cooperhewitt.org/people/68739293/,,,,,,
,,,2,,,68739257,,,,,,Duncan Candler,,0,0,,,https://collection.cooperhewitt.org/people/68739257/,,,,,,
,,,1,,,68739243,,,,,,Hunt,,0,0,,,https://collection.cooperhewitt.org/people/68739243/,,,,,,
,,,2,,,68739259,,,,,,I.S. Pertofsky,,0,0,,,https://collection.cooperhewitt.org/people/68739259/,,,,,,
,,,1,,,68739267,,,,,,Ressetar,,0,0,,,https://collection.cooperhewitt.org/people/68739267/,,,,,,
,,,13,American,,68739209,,,,,,M. K. Ayling,,0,0,,,https://collection.cooperhewitt.org/people/68739209/,,,,,23424977,23424977
,,,1,,,68739271,,,,,,A. Johnson,,0,0,,,https://collection.cooperhewitt.org/people/68739271/,,,,,,
"Located at 5-15 47th Avenue, Long Island City, New York",,,5,,,68739297,,,,,,Zermann-Acme Woodworking Corp.,,0,0,,,https://collection.cooperhewitt.org/people/68739297/,,,,,,
,,,3,,,68739265,,,,,,Lancellotti,,0,0,,,https://collection.cooperhewitt.org/people/68739265/,,,,,,
,,,1,Poland,,68777589,,,,,,Teatr Nowy,,0,0,,,https://collection.cooperhewitt.org/people/68777589/,,,,,23424923,23424923
,,,1,"Amsterdam, Netherlands",,68777583,,,,,,Horse Move Project Space,,0,0,,,https://collection.cooperhewitt.org/people/68777583/,,,,,23424909,23424909
Founded by Leon Ransmeier,,,1,"New York, USA",,68777575,,,,,,Ransmeier Inc.,,0,0,,,https://collection.cooperhewitt.org/people/68777575/,,,,,,
,,,7,"Willisau, Switzerland",,68777585,,,,,,Jazz Festival Willisau,,0,0,,,https://collection.cooperhewitt.org/people/68777585/,,,,,23424957,23424957
"Jędrzej Stępak was born in 1953. He studied at the Academy of Fine Arts in Poznan, receiving his diploma in 1978.",,,1,"Polish, b. 1953",,68777587,,,,,,Jędrzej Stępak,,0,0,,,https://collection.cooperhewitt.org/people/68777587/,,,,,23424923,23424923
,,,1,USA,,68777581,,,,,,Direction Magazine,,0,0,,,https://collection.cooperhewitt.org/people/68777581/,,,,,23424977,23424977
Founded by Yves Béhar and Jason Johnson.,,,1,USA,,68777573,,,,,,August,,0,0,,,https://collection.cooperhewitt.org/people/68777573/,,,,,,
,,,1,,,68738257,,,,,,Elegant Embellishments,,0,0,,,https://collection.cooperhewitt.org/people/68738257/,,,,,23424829,23424829
,,,1,,,68739421,,,,,,American Thermos Bottle Co.,,0,0,,,https://collection.cooperhewitt.org/people/68739421/,,,,,,
,,,1,founded 1880,,68739495,,,,,,Oneida,,0,0,,,https://collection.cooperhewitt.org/people/68739495/,,,,,23424977,23424977
"Glassmaker and industrialist, Auguste Daum was born in Nancy, France in 1853. He received a law degree from the University of Paris; however in 1879 he abandoned his legal career to join Verrerie de Nancy, the firm of his father Jean Daum. Upon joining the firm, Auguste took charge of its administrative and financial affairs.  His brother Antonin, trained as an engineer  and previously responsible for the firm’s production activities until he took control of the business following  Auguste’s death in 1909.",,,1,"French, 1853 - 1909",,68739449,,,,,,Auguste Daum,,0,0,,,https://collection.cooperhewitt.org/people/68739449/,,,,,23424819,23424819
,,,1,"San Francisco, California, USA",,68739461,,,,,,PUBLIC,,0,0,,,https://collection.cooperhewitt.org/people/68739461/,,,,,23424977,23424977
,,,1,"Finnish, 1924 - 2004",,68739469,,,,,,Raija Liisa Uosikkinen,,0,0,,,https://collection.cooperhewitt.org/people/68739469/,,,,,23424812,23424812
,,,16,,,68739441,,,,,,Frances Pratt,,0,0,,,https://collection.cooperhewitt.org/people/68739441/,,,,,,
,,,1,"American, born 1941",,68739477,,,,,,David Singer,,0,0,,,https://collection.cooperhewitt.org/people/68739477/,,,,,23424977,23424977
,,,1,,,68739463,,,,,,Calva,,0,0,,,https://collection.cooperhewitt.org/people/68739463/,,,,,,
,,,1,,,68739483,,,,,,Jaxon,,0,0,,,https://collection.cooperhewitt.org/people/68739483/,,,,,,
,,,1,"American, born 1949",,68739475,,,,,,Norman Orr,,0,0,,,https://collection.cooperhewitt.org/people/68739475/,,,,,23424977,23424977
,,,1,,,68739413,,,,,,John Voland,,0,0,,,https://collection.cooperhewitt.org/people/68739413/,,,,,,
,,,1,1937 - 1975,,68739479,,,,,,Robert Fried,,0,0,,,https://collection.cooperhewitt.org/people/68739479/,,,,,23424977,23424977
,,,1,,,68739485,,,,,,Consolidated Trimming Co.,,0,0,,,https://collection.cooperhewitt.org/people/68739485/,,,,,,
,,,1,,,68739407,,,,,,Susan Thames,,0,0,,,https://collection.cooperhewitt.org/people/68739407/,,,,,,
,,,1,"French, 1886–1979",,68739401,,,,,,Marcel Astruc,,0,0,,,https://collection.cooperhewitt.org/people/68739401/,,,,,23424819,23424819
,,,1,,,68739439,,,,,,Sara Muschel,,0,0,,,https://collection.cooperhewitt.org/people/68739439/,,,,,,
,,,1,,,68739405,,,,,,Charlotte Chandler,,0,0,,,https://collection.cooperhewitt.org/people/68739405/,,,,,,
"Ashbee was born in Isleworth on May 17, 1863, and died in Sevenoaks (Kent) on May 23, 1942.  He read history at King’s College, Cambridge, and studied architecture in the office of G. F. Bodley.  He was taken by the ideas of John Ruskin and William Morris, and in 1887 he set up the School of Handicraft, which lasted  until 1895, and, in 1888, the Guild of Handicraft, which was liquidated in 1907 (although it continued in much reduced form until 1919).  By 1890, there were workshops in the East End and a retail outlet in Mayfair.  In 1902, the works moved to Chipping Camden in the Cotswolds.  The Guild specialized, based on Ashbee’s designs, in metalworking, producing jewelry and cutlery and tableware, as well as hand-wrought copper and wrought iron work, along with furniture.  The London County Council created polytechnic institutes inspired by the School, and the Guild took on craftworkers at minimal charge; they out-competed the Guild, which operated as a cooperative (a romantic apolitical socialism) and at a very high standard of craftsmanship, producing costly goods, and soon drove it out of business.  Ashbee also set up the Essex House Press, where books were printed by hand, after Morris’ Kelmscott Press closed in 1897, taking on many of the unemployed printers and craftsmen.  Ashbee designed two typefaces, influenced by Morris, and wrote two utopian novels also influenced by Morris (Sigman Collection Notes Biography, July 2013).",,,3,"English, 1863 - 1942",,68739451,,,,,,Charles Robert Ashbee,,0,0,,,https://collection.cooperhewitt.org/people/68739451/,,,,,23424975,23424975
,,,1,,,68739411,,,,,,Michael Wilmington,,0,0,,,https://collection.cooperhewitt.org/people/68739411/,,,,,,
,,,2,,,68739499,,,,,,Ateliers Jean Prouvé,,0,0,,,https://collection.cooperhewitt.org/people/68739499/,,,,,23424819,23424819
,,,1,b.  1593 - 1596,,68739487,,,,,,Daniel Mignot,,0,0,,,https://collection.cooperhewitt.org/people/68739487/,,,,,,
,,,1,"American, born 1946",,68739481,,,,,,Willyum Rowe,,0,0,,,https://collection.cooperhewitt.org/people/68739481/,,,,,23424977,23424977
,,,1,"Italian, born 1939",,68739493,,,,,,Novello Finotti,,0,0,,,https://collection.cooperhewitt.org/people/68739493/,,,,,23424853,23424853
,,,3,,,68739457,,,,,,Lefevre-Utile,,0,0,,,https://collection.cooperhewitt.org/people/68739457/,,,,,,
"Founded in 1876, the Fonderies de Saint-Dizier was bought by the Fonderies de Bayard in 1916. In 1972, after establishing its independence once more, it became one of the most important foundries in France.",,,1,,,68739445,,,,,,Fonderies de Saint-Dizier,,0,0,,,https://collection.cooperhewitt.org/people/68739445/,,,,,23424819,23424819
,,,1,,,68739419,,,,,,Lady Kier,,0,0,,,https://collection.cooperhewitt.org/people/68739419/,,,,,,
"The pottery S. Hancock & Sons was formed in 1857, initially in Tunstall, then in Stoke and then in Hanley.  It produced primarily earthenware goods, and began to produce china in 1920.  One of its main decorative ranges was Morris Ware, much of which resembled Moorcroft work. The company closed in 1937 (Sigman Collection Notes Biography, July 2013).",,,2,English,,68739459,,,,,,Sampson Hancock & Sons,,0,0,,,https://collection.cooperhewitt.org/people/68739459/,,,,,23424975,23424975
,,,1,Finnish,,68739467,,,,,,Elli Räsänen,,0,0,,,https://collection.cooperhewitt.org/people/68739467/,,,,,23424812,23424812
,,,1,,,68739409,,,,,,David Armstrong,,0,0,,,https://collection.cooperhewitt.org/people/68739409/,,,,,,
,,,1,American,,68739491,,,,,,Cameron P. Van Dyke,,0,0,,,https://collection.cooperhewitt.org/people/68739491/,,,,,23424977,23424977
,,,1,"Vercelli, Italy",,68739497,,,,,,Sambonet S.p.A.,,0,0,,,https://collection.cooperhewitt.org/people/68739497/,,,,,23424853,23424853
,,,1,,,68739465,,,,,,L. V.,,0,0,,,https://collection.cooperhewitt.org/people/68739465/,,,,,,
,,,1,,,68739415,,,,,,Bob Labrasca,,0,0,,,https://collection.cooperhewitt.org/people/68739415/,,,,,,
,,,1,,,68739455,,,,,,"Heugel & Cie., Paris",,0,0,,,https://collection.cooperhewitt.org/people/68739455/,,,,,23424819,23424819
,,,1,"Finnish, 1921 - 1968",,68739473,,,,,,Ulrika Eleonora Matilda (Ulla) Procopé,,0,0,,,https://collection.cooperhewitt.org/people/68739473/,,,,,23424812,23424812
"George Cartlidge was a Morris Ware designer who worked for Sampson Hancock & Sons from 1918-1926.

Born in 1868, George Cartlidge was an English painter, ceramic modeler and decorator. He apprenticed at the Sherwin & Cotton tile works where he created tiles decorated with portraits or figural subjects. As a decorator for Sampson Hancock & Sons in Stoke-on-Trent from the 1890’s to the early 20th century, he worked on plant designs for the manufactury's “Morris Ware” line. After World War I, Cartlidge traveled to America where he  continued to model portrait panels and designed tiles for a manufacturer in Newport, Kentucky. While in America, he continued to send his designs back to England for production.",,,2,,,68739447,,,,,,George Cartlidge,,0,0,,,https://collection.cooperhewitt.org/people/68739447/,,,,,23424975,23424975
,,,16,,,68736527,,,,,,Susanna Ebendorf,,0,0,,,https://collection.cooperhewitt.org/people/68736527/,,,,,,
,,,1,,,68736521,,,,,,East and West Shop,,0,0,,,https://collection.cooperhewitt.org/people/68736521/,,,,,,
,,,1,,,68736595,,,,,,Mrs. John A. Ely,,0,0,,,https://collection.cooperhewitt.org/people/68736595/,,,,,,
,,,2,,,68736561,,,,,,Mrs. A. Eecen-Van Setten,,0,0,,,https://collection.cooperhewitt.org/people/68736561/,,,,,,
,,,17,,,68736569,,,,,,Karl Eigsti,,0,0,,,https://collection.cooperhewitt.org/people/68736569/,,,,,,
,,,10,,,68736577,,,,,,Mrs. William B. Eldredge,,0,0,,,https://collection.cooperhewitt.org/people/68736577/,,,,,,
,,,91,,,68736589,,,,,,Mrs. Gregory Smith,,0,0,,,https://collection.cooperhewitt.org/people/68736589/,,,,,,
,,,2,,,68736563,,,,,,Mrs. Martin Egan,,0,0,,,https://collection.cooperhewitt.org/people/68736563/,,,,,,
,,,5,,,68736583,,,,,,Mr. Jackson Ellis,,0,0,,,https://collection.cooperhewitt.org/people/68736583/,,,,,,
,,,1,,,68736553,,,,,,Educational Art Service Company,,0,0,,,https://collection.cooperhewitt.org/people/68736553/,,,,,,
,,,1,,,68736575,,,,,,Mamie Eisenhower,,0,0,,,https://collection.cooperhewitt.org/people/68736575/,,,,,,
,,,1,,,68736523,,,,,,David Easton,,0,0,,,https://collection.cooperhewitt.org/people/68736523/,,,,,,
,,,1,,,68736503,,,,,,Estate of Duchess d'Uzés,,0,0,,,https://collection.cooperhewitt.org/people/68736503/,,,,,,
,,,1,,,68736513,,,,,,Leo H. Dworsky,,0,0,,,https://collection.cooperhewitt.org/people/68736513/,,,,,,
,,,2,,,68736529,,,,,,Francis B. Lothrop,,0,0,,,https://collection.cooperhewitt.org/people/68736529/,,,,,,
,,,2,,,68736579,,,,,,Joost Elffers,,0,0,,,https://collection.cooperhewitt.org/people/68736579/,,,,,,
,,,1,,,68736585,,,,,,Edward Maag Corporation,,0,0,,,https://collection.cooperhewitt.org/people/68736585/,,,,,,
,,,6,,,68736507,,,,,,Henry G. Dwight,,0,0,,,https://collection.cooperhewitt.org/people/68736507/,,,,,,
,,,5,,,68736535,,,,,,Estate of Julian Clarence Levi,,0,0,,,https://collection.cooperhewitt.org/people/68736535/,,,,,,
,,,1,,,68736531,,,,,,Thomas S. Tibbs,,0,0,,,https://collection.cooperhewitt.org/people/68736531/,,,,,,
,,,12,,,68736539,,,,,,Dr. Marilyn G. Karmason,,0,0,,,https://collection.cooperhewitt.org/people/68736539/,,,,,,
,,,47,,,68736525,,,,,,Robert Ebendorf,,0,0,,,https://collection.cooperhewitt.org/people/68736525/,,,,,,
,,,1,,,68736517,,,,,,Walter Dziura,,0,0,,,https://collection.cooperhewitt.org/people/68736517/,,,,,,
,,,2,,,68736505,,,,,,Charles Duvent,,0,0,,,https://collection.cooperhewitt.org/people/68736505/,,,,,,
,,,2,,,68736551,,,,,,Richard Ederheimer,,0,0,,,https://collection.cooperhewitt.org/people/68736551/,,,,,,
,,,1,,,68736511,,,,,,Alan J. Dworsky,,0,0,,,https://collection.cooperhewitt.org/people/68736511/,,,,,,
,,,2,,,68736533,,,,,,Dr. Charles W. Lester,,0,0,,,https://collection.cooperhewitt.org/people/68736533/,,,,,,
,,,90,,,68736587,,,,,,Lyn Ely,,0,0,,,https://collection.cooperhewitt.org/people/68736587/,,,,,,
,,,3,,,68736581,,,,,,Mrs. I. Ellis,,0,0,,,https://collection.cooperhewitt.org/people/68736581/,,,,,,
,,,1,,,68736593,,,,,,Mrs. G. Page Ely,,0,0,,,https://collection.cooperhewitt.org/people/68736593/,,,,,,
,,,8,,,68736557,,,,,,Ben Edwards,,0,0,,,https://collection.cooperhewitt.org/people/68736557/,,,,,,
,,,21,,,68736543,,,,,,Dr. Richard Grant,,0,0,,,https://collection.cooperhewitt.org/people/68736543/,,,,,,
,,,15,,,68736545,,,,,,John M. Thompson,,0,0,,,https://collection.cooperhewitt.org/people/68736545/,,,,,,
,,,2,,,68736559,,,,,,Clarissa Edwards,,0,0,,,https://collection.cooperhewitt.org/people/68736559/,,,,,,
,,,6,,,68736567,,,,,,Mrs. Gordon Eggers,,0,0,,,https://collection.cooperhewitt.org/people/68736567/,,,,,,
,,,1,,,68736571,,,,,,Ferdinand Eiseman,,0,0,,,https://collection.cooperhewitt.org/people/68736571/,,,,,,
,,,2,,,68736597,,,,,,Herman Le Roy Emmet,,0,0,,,https://collection.cooperhewitt.org/people/68736597/,,,,,,
"Painter, illustrator, author, printmaker, carver

Born in Vienna, Austria. Her mother was a painter. From the age of seventeen to twenty she studied at an art school in Vienna. Later she lived in Berlin for two years and in Paris for one year, exhibiting in both cities. She was awarded a silver medal for handpainted silks at the International Exhibition of Arts and Industries in Paris in 1937.

Bettina married the sculptor Georg Ehrlich in 1930. They came to the UK in 1938 when it became dangerous to remain in Austria. Bettina was a painter and illustrator who worked in a wide variety of media including lithography, etching, oils, watercolor, woodcut and lino cut. In 1940 she wrote and illustrated 'Poo-Tsee, the Water Tortoise' and then went on to publish more than twenty books for children. Bettina also became an expert in casting and patinating her husband's bronzes. After Georg's death in 1966 she lived in London and supervised the casting of his plaster and plasticine originals until her death.",,,1,,,68736565,,,,,,"Bettina Ehrlich (b. Vienna, Austria, active England, 1903–1985)",,0,0,,,https://collection.cooperhewitt.org/people/68736565/,,,,,,
,,,2,,,68736515,,,,,,W. E. Dwyer,,0,0,,,https://collection.cooperhewitt.org/people/68736515/,,,,,,
,,,15,,,68736547,,,,,,Mrs. John M. Thompson,,0,0,,,https://collection.cooperhewitt.org/people/68736547/,,,,,,
,,,1,Japan,,68775627,,,,,,IDEA Magazine,,0,0,,,https://collection.cooperhewitt.org/people/68775627/,,,,,,
,,,2,"Seattle, Washington, USA",,68775695,,,,,,Bathhouse Theatre,,0,0,,,https://collection.cooperhewitt.org/people/68775695/,,,,,23424977,23424977
,,,1,"Wolverhampton, England",,68775649,,,,,,The Villiers Engineering Company,,0,0,,,https://collection.cooperhewitt.org/people/68775649/,,,,,23424975,23424975
,,,1,"London, England",,68775661,,,,,,Royal Albert Hall,,0,0,,,https://collection.cooperhewitt.org/people/68775661/,,,,,23424975,23424975
,,,3,"Fort Lauderdale, Florida, USA",,68775677,,,,,,El Producto,,0,0,,,https://collection.cooperhewitt.org/people/68775677/,,,,,23424977,23424977
The V. Neubert company operated until 1948 when it was nationalized and merged with Orbis,,,1,Czechoslovakia (present-day Czech Republic),,68775689,,,,,,V. Neubert,,0,0,,,https://collection.cooperhewitt.org/people/68775689/,,,,,,
,,,2,"New York City, USA",,68775663,,,,,,New York Subway Advertising Company,,0,0,,,https://collection.cooperhewitt.org/people/68775663/,,,,,23424977,23424977
,,,1,"Inchinnan, Scotland",,68775653,,,,,,India Tyre and Rubber Co.,,0,0,,,https://collection.cooperhewitt.org/people/68775653/,,,,,23424975,23424975
,,,1,"London, England",,68775675,,,,,,Baynard Press,,0,0,,,https://collection.cooperhewitt.org/people/68775675/,,,,,23424975,23424975
,,,4,"New York, New York, USA",,68775679,,,,,,Institute for Architecture and Urban Studies,,0,0,,,https://collection.cooperhewitt.org/people/68775679/,,,,,23424977,23424977
,,,1,"New York, New York, USA",,68775685,,,,,,"Designer's Saturday, Inc.",,0,0,,,https://collection.cooperhewitt.org/people/68775685/,,,,,23424977,23424977
,,,1,"New York, New York, USA",,68775605,,,,,,Tomato Records,,0,0,,,https://collection.cooperhewitt.org/people/68775605/,,,,,23424977,23424977
,,,1,"Kirov, Russia",,68775699,,,,,,Kolizey Cinema,,0,0,,,https://collection.cooperhewitt.org/people/68775699/,,,,,23424936,23424936
,,,1,,,68775681,,,,,,John Brown Anti-Klan Committee,,0,0,,,https://collection.cooperhewitt.org/people/68775681/,,,,,23424977,23424977
,,,1,,,68775693,,,,,,Center on Contemporary Art,,0,0,,,https://collection.cooperhewitt.org/people/68775693/,,,,,23424977,23424977
,,,1,England,,68775657,,,,,,Empire Tea Market-Expansion Board,,0,0,,,https://collection.cooperhewitt.org/people/68775657/,,,,,,
,,,1,,,68775659,,,,,,International Brigade Dependents' and Wounded Aid Committee,,0,0,,,https://collection.cooperhewitt.org/people/68775659/,,,,,,
,,,1,"London, England",,68775667,,,,,,England's Royal Ballet Company,,0,0,,,https://collection.cooperhewitt.org/people/68775667/,,,,,23424975,23424975
,,,1,"New York, New York, USA",,68775671,,,,,,"Wittenborn, Schultz, Inc.",,0,0,,,https://collection.cooperhewitt.org/people/68775671/,,,,,23424977,23424977
,,,1,"Seattle, Washington, USA",,68775691,,,,,,The New City Theatre,,0,0,,,https://collection.cooperhewitt.org/people/68775691/,,,,,23424977,23424977
,,,1,"Chicago, Illinois, USA",,68775665,,,,,,The United Committee of South-Slavic Americans,,0,0,,,https://collection.cooperhewitt.org/people/68775665/,,,,,23424977,23424977
,,,1,British,,68775655,,,,,,Aeolian Hall,,0,0,,,https://collection.cooperhewitt.org/people/68775655/,,,,,23424975,23424975
,,,1,American,,68775673,,,,,,The Advertising Typography Association of America,,0,0,,,https://collection.cooperhewitt.org/people/68775673/,,,,,23424977,23424977
,,,1,USA,,68775647,,,,,,Devoe & Reynolds Painting Company,,0,0,,,https://collection.cooperhewitt.org/people/68775647/,,,,,23424977,23424977
"The Russian water colorist Dominique Hagen studied at the Moscow Academy. He worked in Moscow and exhibited there and in Saint Peterburg. He was elected to the Saint Petersburg Academy in 1860 on the strength of a watercolor, 'Blind Ukranian Lute-Players.'",,,1,,,68737227,,,,,,Dominique Hagen,,0,0,,,https://collection.cooperhewitt.org/people/68737227/,,,,,23424936,23424936
,,,4,,,68737295,,,,,,Nicolas Langlois,,0,0,,,https://collection.cooperhewitt.org/people/68737295/,,,,,23424819,23424819
,,,6,Austrian,,68737249,,,,,,Unknown,,0,0,,,https://collection.cooperhewitt.org/people/68737249/,,,,,23424750,23424750
,,,1,,,68737269,,,,,,Joseph Olery,,0,0,,,https://collection.cooperhewitt.org/people/68737269/,,,,,,
,,,1,,,68737277,,,,,,G. M. Rolli,,0,0,,,https://collection.cooperhewitt.org/people/68737277/,,,,,,
